date,location_name,location,value
2020-07-25,Kujawsko-Pomorskie,PL73,736
2020-07-25,Lodzkie,PL74,3749
2020-07-25,Lubelskie,PL75,899
2020-07-25,Lubuskie,PL76,350
2020-07-25,Malopolskie,PL77,2820
2020-07-25,Mazowieckie,PL78,5945
2020-07-25,Opolskie,PL79,1093
2020-07-25,Podkarpackie,PL80,1150
2020-07-25,Podlaskie,PL81,929
2020-07-25,Pomorskie,PL82,787
2020-07-25,Slaskie,PL83,14968
2020-07-25,Swietokrzyskie,PL84,937
2020-07-25,Warminsko-Mazurskie,PL85,332
2020-07-25,Wielkopolskie,PL86,3526
2020-07-25,Zachodniopomorskie,PL87,687
2020-07-26,Poland,PL,42622
2020-07-26,Dolnoslaskie,PL72,3151
2020-07-26,Kujawsko-Pomorskie,PL73,739
2020-07-26,Lodzkie,PL74,3781
2020-07-26,Lubelskie,PL75,911
2020-07-26,Lubuskie,PL76,357
2020-07-26,Malopolskie,PL77,2962
2020-07-26,Mazowieckie,PL78,6007
2020-07-26,Opolskie,PL79,1113
2020-07-26,Podkarpackie,PL80,1171
2020-07-26,Podlaskie,PL81,938
2020-07-26,Pomorskie,PL82,810
2020-07-26,Slaskie,PL83,15156
2020-07-26,Swietokrzyskie,PL84,944
2020-07-26,Warminsko-Mazurskie,PL85,334
2020-07-26,Wielkopolskie,PL86,3560
2020-07-26,Zachodniopomorskie,PL87,688
2020-07-27,Poland,PL,43065
2020-07-27,Dolnoslaskie,PL72,3161
2020-07-27,Kujawsko-Pomorskie,PL73,749
2020-07-27,Lodzkie,PL74,3803
2020-07-27,Lubelskie,PL75,924
2020-07-27,Lubuskie,PL76,362
2020-07-27,Malopolskie,PL77,3071
2020-07-27,Mazowieckie,PL78,6061
2020-07-27,Opolskie,PL79,1129
2020-07-27,Podkarpackie,PL80,1183
2020-07-27,Podlaskie,PL81,940
2020-07-27,Pomorskie,PL82,829
2020-07-27,Slaskie,PL83,15289
2020-07-27,Swietokrzyskie,PL84,947
2020-07-27,Warminsko-Mazurskie,PL85,338
2020-07-27,Wielkopolskie,PL86,3584
2020-07-27,Zachodniopomorskie,PL87,695
2020-07-28,Poland,PL,43402
2020-07-28,Dolnoslaskie,PL72,3170
2020-07-28,Kujawsko-Pomorskie,PL73,750
2020-07-28,Lodzkie,PL74,3821
2020-07-28,Lubelskie,PL75,927
2020-07-28,Lubuskie,PL76,366
2020-07-28,Malopolskie,PL77,3132
2020-07-28,Mazowieckie,PL78,6119
2020-07-28,Opolskie,PL79,1130
2020-07-28,Podkarpackie,PL80,1189
2020-07-28,Podlaskie,PL81,947
2020-07-28,Pomorskie,PL82,832
2020-07-28,Slaskie,PL83,15439
2020-07-28,Swietokrzyskie,PL84,949
2020-07-28,Warminsko-Mazurskie,PL85,338
2020-07-28,Wielkopolskie,PL86,3596
2020-07-28,Zachodniopomorskie,PL87,697
2020-07-29,Poland,PL,43904
2020-07-29,Dolnoslaskie,PL72,3201
2020-07-29,Kujawsko-Pomorskie,PL73,754
2020-07-29,Lodzkie,PL74,3850
2020-07-29,Lubelskie,PL75,927
2020-07-29,Lubuskie,PL76,370
2020-07-29,Malopolskie,PL77,3223
2020-07-29,Mazowieckie,PL78,6181
2020-07-29,Opolskie,PL79,1146
2020-07-29,Podkarpackie,PL80,1208
2020-07-29,Podlaskie,PL81,955
2020-07-29,Pomorskie,PL82,847
2020-07-29,Slaskie,PL83,15600
2020-07-29,Swietokrzyskie,PL84,955
2020-07-29,Warminsko-Mazurskie,PL85,343
2020-07-29,Wielkopolskie,PL86,3641
2020-07-29,Zachodniopomorskie,PL87,703
2020-07-30,Poland,PL,44416
2020-07-30,Dolnoslaskie,PL72,3218
2020-07-30,Kujawsko-Pomorskie,PL73,764
2020-07-30,Lodzkie,PL74,3880
2020-07-30,Lubelskie,PL75,945
2020-07-30,Lubuskie,PL76,380
2020-07-30,Malopolskie,PL77,3325
2020-07-30,Mazowieckie,PL78,6224
2020-07-30,Opolskie,PL79,1151
2020-07-30,Podkarpackie,PL80,1231
2020-07-30,Podlaskie,PL81,962
2020-07-30,Pomorskie,PL82,875
2020-07-30,Slaskie,PL83,15783
2020-07-30,Swietokrzyskie,PL84,960
2020-07-30,Warminsko-Mazurskie,PL85,348
2020-07-30,Wielkopolskie,PL86,3655
2020-07-30,Zachodniopomorskie,PL87,715
2020-07-31,Poland,PL,45031
2020-07-31,Dolnoslaskie,PL72,3223
2020-07-31,Kujawsko-Pomorskie,PL73,773
2020-07-31,Lodzkie,PL74,3947
2020-07-31,Lubelskie,PL75,956
2020-07-31,Lubuskie,PL76,390
2020-07-31,Malopolskie,PL77,3458
2020-07-31,Mazowieckie,PL78,6319
2020-07-31,Opolskie,PL79,1168
2020-07-31,Podkarpackie,PL80,1276
2020-07-31,Podlaskie,PL81,969
2020-07-31,Pomorskie,PL82,887
2020-07-31,Slaskie,PL83,15943
2020-07-31,Swietokrzyskie,PL84,965
2020-07-31,Warminsko-Mazurskie,PL85,353
2020-07-31,Wielkopolskie,PL86,3682
2020-07-31,Zachodniopomorskie,PL87,722
2020-08-01,Poland,PL,45688
2020-08-01,Dolnoslaskie,PL72,3258
2020-08-01,Kujawsko-Pomorskie,PL73,790
2020-08-01,Lodzkie,PL74,3977
2020-08-01,Lubelskie,PL75,976
2020-08-01,Lubuskie,PL76,401
2020-08-01,Malopolskie,PL77,3535
2020-08-01,Mazowieckie,PL78,6423
2020-08-01,Opolskie,PL79,1181
2020-08-01,Podkarpackie,PL80,1304
2020-08-01,Podlaskie,PL81,975
2020-08-01,Pomorskie,PL82,902
2020-08-01,Slaskie,PL83,16170
2020-08-01,Swietokrzyskie,PL84,967
2020-08-01,Warminsko-Mazurskie,PL85,362
2020-08-01,Wielkopolskie,PL86,3741
2020-08-01,Zachodniopomorskie,PL87,726
2020-08-02,Poland,PL,46346
2020-08-02,Dolnoslaskie,PL72,3273
2020-08-02,Kujawsko-Pomorskie,PL73,801
2020-08-02,Lodzkie,PL74,4019
2020-08-02,Lubelskie,PL75,994
2020-08-02,Lubuskie,PL76,410
2020-08-02,Malopolskie,PL77,3692
2020-08-02,Mazowieckie,PL78,6483
2020-08-02,Opolskie,PL79,1188
2020-08-02,Podkarpackie,PL80,1330
2020-08-02,Podlaskie,PL81,979
2020-08-02,Pomorskie,PL82,919
2020-08-02,Slaskie,PL83,16384
2020-08-02,Swietokrzyskie,PL84,974
2020-08-02,Warminsko-Mazurskie,PL85,379
2020-08-02,Wielkopolskie,PL86,3780
2020-08-02,Zachodniopomorskie,PL87,741
2020-08-03,Poland,PL,46894
2020-08-03,Dolnoslaskie,PL72,3289
2020-08-03,Kujawsko-Pomorskie,PL73,810
2020-08-03,Lodzkie,PL74,4032
2020-08-03,Lubelskie,PL75,1001
2020-08-03,Lubuskie,PL76,419
2020-08-03,Malopolskie,PL77,3768
2020-08-03,Mazowieckie,PL78,6554
2020-08-03,Opolskie,PL79,1204
2020-08-03,Podkarpackie,PL80,1353
2020-08-03,Podlaskie,PL81,988
2020-08-03,Pomorskie,PL82,943
2020-08-03,Slaskie,PL83,16575
2020-08-03,Swietokrzyskie,PL84,976
2020-08-03,Warminsko-Mazurskie,PL85,384
2020-08-03,Wielkopolskie,PL86,3852
2020-08-03,Zachodniopomorskie,PL87,746
2020-08-04,Poland,PL,47469
2020-08-04,Dolnoslaskie,PL72,3306
2020-08-04,Kujawsko-Pomorskie,PL73,819
2020-08-04,Lodzkie,PL74,4052
2020-08-04,Lubelskie,PL75,1014
2020-08-04,Lubuskie,PL76,432
2020-08-04,Malopolskie,PL77,3846
2020-08-04,Mazowieckie,PL78,6636
2020-08-04,Opolskie,PL79,1207
2020-08-04,Podkarpackie,PL80,1395
2020-08-04,Podlaskie,PL81,998
2020-08-04,Pomorskie,PL82,963
2020-08-04,Slaskie,PL83,16721
2020-08-04,Swietokrzyskie,PL84,984
2020-08-04,Warminsko-Mazurskie,PL85,385
2020-08-04,Wielkopolskie,PL86,3950
2020-08-04,Zachodniopomorskie,PL87,761
2020-08-05,Poland,PL,48149
2020-08-05,Dolnoslaskie,PL72,3353
2020-08-05,Kujawsko-Pomorskie,PL73,822
2020-08-05,Lodzkie,PL74,4091
2020-08-05,Lubelskie,PL75,1022
2020-08-05,Lubuskie,PL76,437
2020-08-05,Malopolskie,PL77,3934
2020-08-05,Mazowieckie,PL78,6685
2020-08-05,Opolskie,PL79,1214
2020-08-05,Podkarpackie,PL80,1436
2020-08-05,Podlaskie,PL81,1013
2020-08-05,Pomorskie,PL82,980
2020-08-05,Slaskie,PL83,16943
2020-08-05,Swietokrzyskie,PL84,1010
2020-08-05,Warminsko-Mazurskie,PL85,389
2020-08-05,Wielkopolskie,PL86,4044
2020-08-05,Zachodniopomorskie,PL87,776
2020-08-06,Poland,PL,48789
2020-08-06,Dolnoslaskie,PL72,3375
2020-08-06,Kujawsko-Pomorskie,PL73,827
2020-08-06,Lodzkie,PL74,4128
2020-08-06,Lubelskie,PL75,1047
2020-08-06,Lubuskie,PL76,450
2020-08-06,Malopolskie,PL77,4024
2020-08-06,Mazowieckie,PL78,6771
2020-08-06,Opolskie,PL79,1235
2020-08-06,Podkarpackie,PL80,1468
2020-08-06,Podlaskie,PL81,1023
2020-08-06,Pomorskie,PL82,997
2020-08-06,Slaskie,PL83,17095
2020-08-06,Swietokrzyskie,PL84,1013
2020-08-06,Warminsko-Mazurskie,PL85,402
2020-08-06,Wielkopolskie,PL86,4141
2020-08-06,Zachodniopomorskie,PL87,793
2020-08-07,Poland,PL,49515
2020-08-07,Dolnoslaskie,PL72,3414
2020-08-07,Kujawsko-Pomorskie,PL73,838
2020-08-07,Lodzkie,PL74,4167
2020-08-07,Lubelskie,PL75,1060
2020-08-07,Lubuskie,PL76,458
2020-08-07,Malopolskie,PL77,4142
2020-08-07,Mazowieckie,PL78,6878
2020-08-07,Opolskie,PL79,1260
2020-08-07,Podkarpackie,PL80,1501
2020-08-07,Podlaskie,PL81,1040
2020-08-07,Pomorskie,PL82,1026
2020-08-07,Slaskie,PL83,17232
2020-08-07,Swietokrzyskie,PL84,1043
2020-08-07,Warminsko-Mazurskie,PL85,414
2020-08-07,Wielkopolskie,PL86,4230
2020-08-07,Zachodniopomorskie,PL87,812
2020-08-08,Poland,PL,50324
2020-08-08,Dolnoslaskie,PL72,3436
2020-08-08,Kujawsko-Pomorskie,PL73,846
2020-08-08,Lodzkie,PL74,4213
2020-08-08,Lubelskie,PL75,1074
2020-08-08,Lubuskie,PL76,479
2020-08-08,Malopolskie,PL77,4286
2020-08-08,Mazowieckie,PL78,6982
2020-08-08,Opolskie,PL79,1286
2020-08-08,Podkarpackie,PL80,1536
2020-08-08,Podlaskie,PL81,1041
2020-08-08,Pomorskie,PL82,1067
2020-08-08,Slaskie,PL83,17491
2020-08-08,Swietokrzyskie,PL84,1054
2020-08-08,Warminsko-Mazurskie,PL85,431
2020-08-08,Wielkopolskie,PL86,4276
2020-08-08,Zachodniopomorskie,PL87,826
2020-08-09,Poland,PL,51167
2020-08-09,Dolnoslaskie,PL72,3471
2020-08-09,Kujawsko-Pomorskie,PL73,870
2020-08-09,Lodzkie,PL74,4244
2020-08-09,Lubelskie,PL75,1096
2020-08-09,Lubuskie,PL76,504
2020-08-09,Malopolskie,PL77,4410
2020-08-09,Mazowieckie,PL78,7113
2020-08-09,Opolskie,PL79,1303
2020-08-09,Podkarpackie,PL80,1580
2020-08-09,Podlaskie,PL81,1053
2020-08-09,Pomorskie,PL82,1120
2020-08-09,Slaskie,PL83,17699
2020-08-09,Swietokrzyskie,PL84,1067
2020-08-09,Warminsko-Mazurskie,PL85,460
2020-08-09,Wielkopolskie,PL86,4330
2020-08-09,Zachodniopomorskie,PL87,847
2020-08-10,Poland,PL,51791
2020-08-10,Dolnoslaskie,PL72,3483
2020-08-10,Kujawsko-Pomorskie,PL73,875
2020-08-10,Lodzkie,PL74,4266
2020-08-10,Lubelskie,PL75,1113
2020-08-10,Lubuskie,PL76,524
2020-08-10,Malopolskie,PL77,4518
2020-08-10,Mazowieckie,PL78,7194
2020-08-10,Opolskie,PL79,1316
2020-08-10,Podkarpackie,PL80,1608
2020-08-10,Podlaskie,PL81,1063
2020-08-10,Pomorskie,PL82,1160
2020-08-10,Slaskie,PL83,17848
2020-08-10,Swietokrzyskie,PL84,1078
2020-08-10,Warminsko-Mazurskie,PL85,490
2020-08-10,Wielkopolskie,PL86,4393
2020-08-10,Zachodniopomorskie,PL87,862
2020-08-11,Poland,PL,52410
2020-08-11,Dolnoslaskie,PL72,3501
2020-08-11,Kujawsko-Pomorskie,PL73,887
2020-08-11,Lodzkie,PL74,4297
2020-08-11,Lubelskie,PL75,1130
2020-08-11,Lubuskie,PL76,550
2020-08-11,Malopolskie,PL77,4693
2020-08-11,Mazowieckie,PL78,7247
2020-08-11,Opolskie,PL79,1323
2020-08-11,Podkarpackie,PL80,1645
2020-08-11,Podlaskie,PL81,1071
2020-08-11,Pomorskie,PL82,1208
2020-08-11,Slaskie,PL83,17946
2020-08-11,Swietokrzyskie,PL84,1086
2020-08-11,Warminsko-Mazurskie,PL85,496
2020-08-11,Wielkopolskie,PL86,4457
2020-08-11,Zachodniopomorskie,PL87,873
2020-08-12,Poland,PL,52961
2020-08-12,Dolnoslaskie,PL72,3528
2020-08-12,Kujawsko-Pomorskie,PL73,921
2020-08-12,Lodzkie,PL74,4348
2020-08-12,Lubelskie,PL75,1138
2020-08-12,Lubuskie,PL76,552
2020-08-12,Malopolskie,PL77,4764
2020-08-12,Mazowieckie,PL78,7297
2020-08-12,Opolskie,PL79,1343
2020-08-12,Podkarpackie,PL80,1661
2020-08-12,Podlaskie,PL81,1078
2020-08-12,Pomorskie,PL82,1238
2020-08-12,Slaskie,PL83,18074
2020-08-12,Swietokrzyskie,PL84,1097
2020-08-12,Warminsko-Mazurskie,PL85,528
2020-08-12,Wielkopolskie,PL86,4495
2020-08-12,Zachodniopomorskie,PL87,899
2020-08-13,Poland,PL,53676
2020-08-13,Dolnoslaskie,PL72,3559
2020-08-13,Kujawsko-Pomorskie,PL73,928
2020-08-13,Lodzkie,PL74,4391
2020-08-13,Lubelskie,PL75,1177
2020-08-13,Lubuskie,PL76,553
2020-08-13,Malopolskie,PL77,4937
2020-08-13,Mazowieckie,PL78,7373
2020-08-13,Opolskie,PL79,1351
2020-08-13,Podkarpackie,PL80,1683
2020-08-13,Podlaskie,PL81,1085
2020-08-13,Pomorskie,PL82,1313
2020-08-13,Slaskie,PL83,18219
2020-08-13,Swietokrzyskie,PL84,1099
2020-08-13,Warminsko-Mazurskie,PL85,561
2020-08-13,Wielkopolskie,PL86,4534
2020-08-13,Zachodniopomorskie,PL87,913
2020-08-14,Poland,PL,54487
2020-08-14,Dolnoslaskie,PL72,3582
2020-08-14,Kujawsko-Pomorskie,PL73,942
2020-08-14,Lodzkie,PL74,4430
2020-08-14,Lubelskie,PL75,1223
2020-08-14,Lubuskie,PL76,555
2020-08-14,Malopolskie,PL77,5073
2020-08-14,Mazowieckie,PL78,7521
2020-08-14,Opolskie,PL79,1366
2020-08-14,Podkarpackie,PL80,1729
2020-08-14,Podlaskie,PL81,1102
2020-08-14,Pomorskie,PL82,1374
2020-08-14,Slaskie,PL83,18400
2020-08-14,Swietokrzyskie,PL84,1111
2020-08-14,Warminsko-Mazurskie,PL85,572
2020-08-14,Wielkopolskie,PL86,4588
2020-08-14,Zachodniopomorskie,PL87,919
2020-08-15,Poland,PL,55319
2020-08-15,Dolnoslaskie,PL72,3603
2020-08-15,Kujawsko-Pomorskie,PL73,964
2020-08-15,Lodzkie,PL74,4484
2020-08-15,Lubelskie,PL75,1246
2020-08-15,Lubuskie,PL76,563
2020-08-15,Malopolskie,PL77,5257
2020-08-15,Mazowieckie,PL78,7664
2020-08-15,Opolskie,PL79,1397
2020-08-15,Podkarpackie,PL80,1768
2020-08-15,Podlaskie,PL81,1133
2020-08-15,Pomorskie,PL82,1420
2020-08-15,Slaskie,PL83,18560
2020-08-15,Swietokrzyskie,PL84,1114
2020-08-15,Warminsko-Mazurskie,PL85,588
2020-08-15,Wielkopolskie,PL86,4631
2020-08-15,Zachodniopomorskie,PL87,927
2020-08-16,Poland,PL,56090
2020-08-16,Dolnoslaskie,PL72,3660
2020-08-16,Kujawsko-Pomorskie,PL73,975
2020-08-16,Lodzkie,PL74,4526
2020-08-16,Lubelskie,PL75,1262
2020-08-16,Lubuskie,PL76,573
2020-08-16,Malopolskie,PL77,5407
2020-08-16,Mazowieckie,PL78,7760
2020-08-16,Opolskie,PL79,1404
2020-08-16,Podkarpackie,PL80,1804
2020-08-16,Podlaskie,PL81,1139
2020-08-16,Pomorskie,PL82,1489
2020-08-16,Slaskie,PL83,18693
2020-08-16,Swietokrzyskie,PL84,1155
2020-08-16,Warminsko-Mazurskie,PL85,602
2020-08-16,Wielkopolskie,PL86,4693
2020-08-16,Zachodniopomorskie,PL87,948
2020-08-17,Poland,PL,56684
2020-08-17,Dolnoslaskie,PL72,3671
2020-08-17,Kujawsko-Pomorskie,PL73,988
2020-08-17,Lodzkie,PL74,4596
2020-08-17,Lubelskie,PL75,1262
2020-08-17,Lubuskie,PL76,581
2020-08-17,Malopolskie,PL77,5484
2020-08-17,Mazowieckie,PL78,7833
2020-08-17,Opolskie,PL79,1418
2020-08-17,Podkarpackie,PL80,1842
2020-08-17,Podlaskie,PL81,1142
2020-08-17,Pomorskie,PL82,1574
2020-08-17,Slaskie,PL83,18801
2020-08-17,Swietokrzyskie,PL84,1171
2020-08-17,Warminsko-Mazurskie,PL85,612
2020-08-17,Wielkopolskie,PL86,4743
2020-08-17,Zachodniopomorskie,PL87,966
2020-08-18,Poland,PL,57279
2020-08-18,Dolnoslaskie,PL72,3688
2020-08-18,Kujawsko-Pomorskie,PL73,1016
2020-08-18,Lodzkie,PL74,4640
2020-08-18,Lubelskie,PL75,1268
2020-08-18,Lubuskie,PL76,589
2020-08-18,Malopolskie,PL77,5568
2020-08-18,Mazowieckie,PL78,7983
2020-08-18,Opolskie,PL79,1441
2020-08-18,Podkarpackie,PL80,1879
2020-08-18,Podlaskie,PL81,1147
2020-08-18,Pomorskie,PL82,1626
2020-08-18,Slaskie,PL83,18877
2020-08-18,Swietokrzyskie,PL84,1181
2020-08-18,Warminsko-Mazurskie,PL85,623
2020-08-18,Wielkopolskie,PL86,4773
2020-08-18,Zachodniopomorskie,PL87,980
2020-08-19,Poland,PL,57876
2020-08-19,Dolnoslaskie,PL72,3721
2020-08-19,Kujawsko-Pomorskie,PL73,1033
2020-08-19,Lodzkie,PL74,4688
2020-08-19,Lubelskie,PL75,1287
2020-08-19,Lubuskie,PL76,603
2020-08-19,Malopolskie,PL77,5698
2020-08-19,Mazowieckie,PL78,8045
2020-08-19,Opolskie,PL79,1456
2020-08-19,Podkarpackie,PL80,1918
2020-08-19,Podlaskie,PL81,1157
2020-08-19,Pomorskie,PL82,1677
2020-08-19,Slaskie,PL83,18962
2020-08-19,Swietokrzyskie,PL84,1189
2020-08-19,Warminsko-Mazurskie,PL85,631
2020-08-19,Wielkopolskie,PL86,4815
2020-08-19,Zachodniopomorskie,PL87,996
2020-08-20,Poland,PL,58611
2020-08-20,Dolnoslaskie,PL72,3752
2020-08-20,Kujawsko-Pomorskie,PL73,1050
2020-08-20,Lodzkie,PL74,4719
2020-08-20,Lubelskie,PL75,1315
2020-08-20,Lubuskie,PL76,611
2020-08-20,Malopolskie,PL77,5838
2020-08-20,Mazowieckie,PL78,8171
2020-08-20,Opolskie,PL79,1468
2020-08-20,Podkarpackie,PL80,1951
2020-08-20,Podlaskie,PL81,1165
2020-08-20,Pomorskie,PL82,1737
2020-08-20,Slaskie,PL83,19122
2020-08-20,Swietokrzyskie,PL84,1193
2020-08-20,Warminsko-Mazurskie,PL85,652
2020-08-20,Wielkopolskie,PL86,4858
2020-08-20,Zachodniopomorskie,PL87,1009
2020-08-21,Poland,PL,59378
2020-08-21,Dolnoslaskie,PL72,3773
2020-08-21,Kujawsko-Pomorskie,PL73,1071
2020-08-21,Lodzkie,PL74,4763
2020-08-21,Lubelskie,PL75,1331
2020-08-21,Lubuskie,PL76,619
2020-08-21,Malopolskie,PL77,5989
2020-08-21,Mazowieckie,PL78,8267
2020-08-21,Opolskie,PL79,1476
2020-08-21,Podkarpackie,PL80,1977
2020-08-21,Podlaskie,PL81,1177
2020-08-21,Pomorskie,PL82,1805
2020-08-21,Slaskie,PL83,19298
2020-08-21,Swietokrzyskie,PL84,1208
2020-08-21,Warminsko-Mazurskie,PL85,665
2020-08-21,Wielkopolskie,PL86,4938
2020-08-21,Zachodniopomorskie,PL87,1021
2020-08-22,Poland,PL,60281
2020-08-22,Dolnoslaskie,PL72,3803
2020-08-22,Kujawsko-Pomorskie,PL73,1102
2020-08-22,Lodzkie,PL74,4812
2020-08-22,Lubelskie,PL75,1352
2020-08-22,Lubuskie,PL76,620
2020-08-22,Malopolskie,PL77,6145
2020-08-22,Mazowieckie,PL78,8413
2020-08-22,Opolskie,PL79,1501
2020-08-22,Podkarpackie,PL80,2023
2020-08-22,Podlaskie,PL81,1183
2020-08-22,Pomorskie,PL82,1894
2020-08-22,Slaskie,PL83,19466
2020-08-22,Swietokrzyskie,PL84,1230
2020-08-22,Warminsko-Mazurskie,PL85,695
2020-08-22,Wielkopolskie,PL86,5015
2020-08-22,Zachodniopomorskie,PL87,1027
2020-08-23,Poland,PL,61181
2020-08-23,Dolnoslaskie,PL72,3834
2020-08-23,Kujawsko-Pomorskie,PL73,1120
2020-08-23,Lodzkie,PL74,4885
2020-08-23,Lubelskie,PL75,1375
2020-08-23,Lubuskie,PL76,625
2020-08-23,Malopolskie,PL77,6338
2020-08-23,Mazowieckie,PL78,8563
2020-08-23,Opolskie,PL79,1530
2020-08-23,Podkarpackie,PL80,2055
2020-08-23,Podlaskie,PL81,1190
2020-08-23,Pomorskie,PL82,1959
2020-08-23,Slaskie,PL83,19619
2020-08-23,Swietokrzyskie,PL84,1241
2020-08-23,Warminsko-Mazurskie,PL85,713
2020-08-23,Wielkopolskie,PL86,5096
2020-08-23,Zachodniopomorskie,PL87,1038
2020-08-24,Poland,PL,61762
2020-08-24,Dolnoslaskie,PL72,3858
2020-08-24,Kujawsko-Pomorskie,PL73,1126
2020-08-24,Lodzkie,PL74,4952
2020-08-24,Lubelskie,PL75,1387
2020-08-24,Lubuskie,PL76,629
2020-08-24,Malopolskie,PL77,6436
2020-08-24,Mazowieckie,PL78,8612
2020-08-24,Opolskie,PL79,1535
2020-08-24,Podkarpackie,PL80,2100
2020-08-24,Podlaskie,PL81,1196
2020-08-24,Pomorskie,PL82,2045
2020-08-24,Slaskie,PL83,19716
2020-08-24,Swietokrzyskie,PL84,1249
2020-08-24,Warminsko-Mazurskie,PL85,738
2020-08-24,Wielkopolskie,PL86,5142
2020-08-24,Zachodniopomorskie,PL87,1041
2020-08-25,Poland,PL,62310
2020-08-25,Dolnoslaskie,PL72,3878
2020-08-25,Kujawsko-Pomorskie,PL73,1153
2020-08-25,Lodzkie,PL74,5023
2020-08-25,Lubelskie,PL75,1394
2020-08-25,Lubuskie,PL76,629
2020-08-25,Malopolskie,PL77,6497
2020-08-25,Mazowieckie,PL78,8666
2020-08-25,Opolskie,PL79,1545
2020-08-25,Podkarpackie,PL80,2121
2020-08-25,Podlaskie,PL81,1204
2020-08-25,Pomorskie,PL82,2105
2020-08-25,Slaskie,PL83,19814
2020-08-25,Swietokrzyskie,PL84,1302
2020-08-25,Warminsko-Mazurskie,PL85,739
2020-08-25,Wielkopolskie,PL86,5195
2020-08-25,Zachodniopomorskie,PL87,1045
2020-08-26,Poland,PL,63073
2020-08-26,Dolnoslaskie,PL72,3922
2020-08-26,Kujawsko-Pomorskie,PL73,1183
2020-08-26,Lodzkie,PL74,5073
2020-08-26,Lubelskie,PL75,1423
2020-08-26,Lubuskie,PL76,635
2020-08-26,Malopolskie,PL77,6638
2020-08-26,Mazowieckie,PL78,8765
2020-08-26,Opolskie,PL79,1555
2020-08-26,Podkarpackie,PL80,2180
2020-08-26,Podlaskie,PL81,1232
2020-08-26,Pomorskie,PL82,2198
2020-08-26,Slaskie,PL83,19903
2020-08-26,Swietokrzyskie,PL84,1322
2020-08-26,Warminsko-Mazurskie,PL85,760
2020-08-26,Wielkopolskie,PL86,5227
2020-08-26,Zachodniopomorskie,PL87,1057
2020-08-27,Poland,PL,63802
2020-08-27,Dolnoslaskie,PL72,3937
2020-08-27,Kujawsko-Pomorskie,PL73,1206
2020-08-27,Lodzkie,PL74,5107
2020-08-27,Lubelskie,PL75,1443
2020-08-27,Lubuskie,PL76,639
2020-08-27,Malopolskie,PL77,6756
2020-08-27,Mazowieckie,PL78,8871
2020-08-27,Opolskie,PL79,1572
2020-08-27,Podkarpackie,PL80,2229
2020-08-27,Podlaskie,PL81,1245
2020-08-27,Pomorskie,PL82,2258
2020-08-27,Slaskie,PL83,20017
2020-08-27,Swietokrzyskie,PL84,1342
2020-08-27,Warminsko-Mazurskie,PL85,784
2020-08-27,Wielkopolskie,PL86,5321
2020-08-27,Zachodniopomorskie,PL87,1075
2020-08-28,Poland,PL,64689
2020-08-28,Dolnoslaskie,PL72,3965
2020-08-28,Kujawsko-Pomorskie,PL73,1230
2020-08-28,Lodzkie,PL74,5154
2020-08-28,Lubelskie,PL75,1457
2020-08-28,Lubuskie,PL76,651
2020-08-28,Malopolskie,PL77,6989
2020-08-28,Mazowieckie,PL78,8978
2020-08-28,Opolskie,PL79,1588
2020-08-28,Podkarpackie,PL80,2262
2020-08-28,Podlaskie,PL81,1257
2020-08-28,Pomorskie,PL82,2329
2020-08-28,Slaskie,PL83,20135
2020-08-28,Swietokrzyskie,PL84,1360
2020-08-28,Warminsko-Mazurskie,PL85,835
2020-08-28,Wielkopolskie,PL86,5413
2020-08-28,Zachodniopomorskie,PL87,1086
2020-08-29,Poland,PL,65480
2020-08-29,Dolnoslaskie,PL72,3995
2020-08-29,Kujawsko-Pomorskie,PL73,1268
2020-08-29,Lodzkie,PL74,5193
2020-08-29,Lubelskie,PL75,1484
2020-08-29,Lubuskie,PL76,660
2020-08-29,Malopolskie,PL77,7128
2020-08-29,Mazowieckie,PL78,9108
2020-08-29,Opolskie,PL79,1603
2020-08-29,Podkarpackie,PL80,2332
2020-08-29,Podlaskie,PL81,1262
2020-08-29,Pomorskie,PL82,2371
2020-08-29,Slaskie,PL83,20239
2020-08-29,Swietokrzyskie,PL84,1379
2020-08-29,Warminsko-Mazurskie,PL85,857
2020-08-29,Wielkopolskie,PL86,5505
2020-08-29,Zachodniopomorskie,PL87,1096
2020-08-30,Poland,PL,66239
2020-08-30,Dolnoslaskie,PL72,4039
2020-08-30,Kujawsko-Pomorskie,PL73,1291
2020-08-30,Lodzkie,PL74,5227
2020-08-30,Lubelskie,PL75,1500
2020-08-30,Lubuskie,PL76,672
2020-08-30,Malopolskie,PL77,7256
2020-08-30,Mazowieckie,PL78,9248
2020-08-30,Opolskie,PL79,1611
2020-08-30,Podkarpackie,PL80,2374
2020-08-30,Podlaskie,PL81,1286
2020-08-30,Pomorskie,PL82,2416
2020-08-30,Slaskie,PL83,20334
2020-08-30,Swietokrzyskie,PL84,1406
2020-08-30,Warminsko-Mazurskie,PL85,871
2020-08-30,Wielkopolskie,PL86,5601
2020-08-30,Zachodniopomorskie,PL87,1107
2020-08-31,Poland,PL,66870
2020-08-31,Dolnoslaskie,PL72,4049
2020-08-31,Kujawsko-Pomorskie,PL73,1313
2020-08-31,Lodzkie,PL74,5260
2020-08-31,Lubelskie,PL75,1569
2020-08-31,Lubuskie,PL76,689
2020-08-31,Malopolskie,PL77,7409
2020-08-31,Mazowieckie,PL78,9295
2020-08-31,Opolskie,PL79,1619
