forecast_date,target,target_end_date,location,type,quantile,value,timezero,model,truth_data_source,shift_ECDC,shift_JHU,first_commit_date
2022-08-29,3 wk ahead inc death,2022-09-17,PL,quantile,0.975,280.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum case,2022-09-24,PL,point,,6207197.0,2022-08-29,ICM-agentModel,JHU,-527314.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum case,2022-09-24,PL,quantile,0.025,6181423.0,2022-08-29,ICM-agentModel,JHU,-527314.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum case,2022-09-24,PL,quantile,0.25,6198464.0,2022-08-29,ICM-agentModel,JHU,-527314.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum case,2022-09-24,PL,quantile,0.75,6215998.0,2022-08-29,ICM-agentModel,JHU,-527314.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum case,2022-09-24,PL,quantile,0.975,6233235.0,2022-08-29,ICM-agentModel,JHU,-527314.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum death,2022-09-24,PL,point,,117224.0,2022-08-29,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum death,2022-09-24,PL,quantile,0.025,116927.0,2022-08-29,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum death,2022-09-24,PL,quantile,0.25,117125.0,2022-08-29,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum death,2022-09-24,PL,quantile,0.75,117329.0,2022-08-29,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-08-29,4 wk ahead cum death,2022-09-24,PL,quantile,0.975,117524.0,2022-08-29,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc case,2022-09-24,PL,point,,4568.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc case,2022-09-24,PL,quantile,0.025,1835.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc case,2022-09-24,PL,quantile,0.25,3635.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc case,2022-09-24,PL,quantile,0.75,5546.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc case,2022-09-24,PL,quantile,0.975,7401.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc death,2022-09-24,PL,point,,133.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc death,2022-09-24,PL,quantile,0.025,58.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc death,2022-09-24,PL,quantile,0.25,107.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc death,2022-09-24,PL,quantile,0.75,159.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-08-29,4 wk ahead inc death,2022-09-24,PL,quantile,0.975,209.0,2022-08-29,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,-1 wk ahead cum case,2022-08-27,PL,observed,,6166942.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,-1 wk ahead cum death,2022-08-27,PL,observed,,116513.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,-1 wk ahead inc case,2022-08-27,PL,observed,,23699.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,-1 wk ahead inc death,2022-08-27,PL,observed,,149.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,0 wk ahead cum case,2022-09-03,PL,observed,,6187217.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,0 wk ahead cum death,2022-09-03,PL,observed,,116636.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,0 wk ahead inc case,2022-09-03,PL,observed,,20381.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,0 wk ahead inc death,2022-09-03,PL,observed,,123.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum case,2022-09-10,PL,point,,6196878.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum case,2022-09-10,PL,quantile,0.025,6190125.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum case,2022-09-10,PL,quantile,0.25,6194496.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum case,2022-09-10,PL,quantile,0.75,6199132.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum case,2022-09-10,PL,quantile,0.975,6203649.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum death,2022-09-10,PL,point,,116707.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum death,2022-09-10,PL,quantile,0.025,116669.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum death,2022-09-10,PL,quantile,0.25,116694.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum death,2022-09-10,PL,quantile,0.75,116720.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,1 wk ahead cum death,2022-09-10,PL,quantile,0.975,116746.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc case,2022-09-10,PL,point,,13699.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc case,2022-09-10,PL,quantile,0.025,3843.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc case,2022-09-10,PL,quantile,0.25,10284.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc case,2022-09-10,PL,quantile,0.75,16995.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc case,2022-09-10,PL,quantile,0.975,23507.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc death,2022-09-10,PL,point,,106.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc death,2022-09-10,PL,quantile,0.025,58.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc death,2022-09-10,PL,quantile,0.25,89.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc death,2022-09-10,PL,quantile,0.75,123.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,1 wk ahead inc death,2022-09-10,PL,quantile,0.975,156.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum case,2022-09-17,PL,point,,6205576.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum case,2022-09-17,PL,quantile,0.025,6192499.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum case,2022-09-17,PL,quantile,0.25,6201067.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum case,2022-09-17,PL,quantile,0.75,6209968.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum case,2022-09-17,PL,quantile,0.975,6218483.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum death,2022-09-17,PL,point,,116775.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum death,2022-09-17,PL,quantile,0.025,116685.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum death,2022-09-17,PL,quantile,0.25,116745.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum death,2022-09-17,PL,quantile,0.75,116807.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,2 wk ahead cum death,2022-09-17,PL,quantile,0.975,116865.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc case,2022-09-17,PL,point,,8697.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc case,2022-09-17,PL,quantile,0.025,2373.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc case,2022-09-17,PL,quantile,0.25,6571.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc case,2022-09-17,PL,quantile,0.75,10835.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc case,2022-09-17,PL,quantile,0.975,14834.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc death,2022-09-17,PL,point,,68.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc death,2022-09-17,PL,quantile,0.025,16.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc death,2022-09-17,PL,quantile,0.25,50.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc death,2022-09-17,PL,quantile,0.75,86.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,2 wk ahead inc death,2022-09-17,PL,quantile,0.975,119.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum case,2022-09-24,PL,point,,6210343.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum case,2022-09-24,PL,quantile,0.025,6194269.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum case,2022-09-24,PL,quantile,0.25,6204819.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum case,2022-09-24,PL,quantile,0.75,6215772.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum case,2022-09-24,PL,quantile,0.975,6226261.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum death,2022-09-24,PL,point,,116815.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum death,2022-09-24,PL,quantile,0.025,116696.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum death,2022-09-24,PL,quantile,0.25,116774.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum death,2022-09-24,PL,quantile,0.75,116857.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,3 wk ahead cum death,2022-09-24,PL,quantile,0.975,116935.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc case,2022-09-24,PL,point,,4767.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc case,2022-09-24,PL,quantile,0.025,1769.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc case,2022-09-24,PL,quantile,0.25,3752.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc case,2022-09-24,PL,quantile,0.75,5804.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc case,2022-09-24,PL,quantile,0.975,7777.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc death,2022-09-24,PL,point,,39.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc death,2022-09-24,PL,quantile,0.025,10.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc death,2022-09-24,PL,quantile,0.25,29.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc death,2022-09-24,PL,quantile,0.75,50.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,3 wk ahead inc death,2022-09-24,PL,quantile,0.975,69.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum case,2022-10-01,PL,point,,6213056.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum case,2022-10-01,PL,quantile,0.025,6195239.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum case,2022-10-01,PL,quantile,0.25,6206939.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum case,2022-10-01,PL,quantile,0.75,6219076.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum case,2022-10-01,PL,quantile,0.975,6230704.0,2022-09-05,ICM-agentModel,JHU,-526626.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum death,2022-10-01,PL,point,,116842.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum death,2022-10-01,PL,quantile,0.025,116701.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum death,2022-10-01,PL,quantile,0.25,116792.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum death,2022-10-01,PL,quantile,0.75,116891.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,4 wk ahead cum death,2022-10-01,PL,quantile,0.975,116984.0,2022-09-05,ICM-agentModel,JHU,-3849.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc case,2022-10-01,PL,point,,2712.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc case,2022-10-01,PL,quantile,0.025,970.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc case,2022-10-01,PL,quantile,0.25,2120.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc case,2022-10-01,PL,quantile,0.75,3303.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc case,2022-10-01,PL,quantile,0.975,4443.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc death,2022-10-01,PL,point,,26.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc death,2022-10-01,PL,quantile,0.025,5.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc death,2022-10-01,PL,quantile,0.25,18.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc death,2022-10-01,PL,quantile,0.75,34.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-05,4 wk ahead inc death,2022-10-01,PL,quantile,0.975,48.0,2022-09-05,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,-1 wk ahead cum case,2022-09-10,PL,observed,,6212396.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,-1 wk ahead cum death,2022-09-10,PL,observed,,116734.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,-1 wk ahead inc case,2022-09-10,PL,observed,,25033.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,-1 wk ahead inc death,2022-09-10,PL,observed,,98.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,0 wk ahead cum case,2022-09-17,PL,observed,,6243467.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,0 wk ahead cum death,2022-09-17,PL,observed,,116833.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,0 wk ahead inc case,2022-09-17,PL,observed,,31044.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,0 wk ahead inc death,2022-09-17,PL,observed,,99.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum case,2022-09-24,PL,point,,6270939.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum case,2022-09-24,PL,quantile,0.025,6256037.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum case,2022-09-24,PL,quantile,0.25,6265926.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum case,2022-09-24,PL,quantile,0.75,6275947.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum case,2022-09-24,PL,quantile,0.975,6285503.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum death,2022-09-24,PL,point,,116914.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum death,2022-09-24,PL,quantile,0.025,116889.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum death,2022-09-24,PL,quantile,0.25,116905.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum death,2022-09-24,PL,quantile,0.75,116922.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,1 wk ahead cum death,2022-09-24,PL,quantile,0.975,116938.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc case,2022-09-24,PL,point,,38167.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc case,2022-09-24,PL,quantile,0.025,17381.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc case,2022-09-24,PL,quantile,0.25,31193.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc case,2022-09-24,PL,quantile,0.75,45143.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc case,2022-09-24,PL,quantile,0.975,58764.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc death,2022-09-24,PL,point,,111.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc death,2022-09-24,PL,quantile,0.025,79.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc death,2022-09-24,PL,quantile,0.25,100.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc death,2022-09-24,PL,quantile,0.75,122.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,1 wk ahead inc death,2022-09-24,PL,quantile,0.975,143.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum case,2022-10-01,PL,point,,6296340.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum case,2022-10-01,PL,quantile,0.025,6267852.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum case,2022-10-01,PL,quantile,0.25,6286701.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum case,2022-10-01,PL,quantile,0.75,6306006.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum case,2022-10-01,PL,quantile,0.975,6324459.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum death,2022-10-01,PL,point,,117017.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum death,2022-10-01,PL,quantile,0.025,116952.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum death,2022-10-01,PL,quantile,0.25,116995.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum death,2022-10-01,PL,quantile,0.75,117040.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,2 wk ahead cum death,2022-10-01,PL,quantile,0.975,117083.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc case,2022-10-01,PL,point,,25400.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc case,2022-10-01,PL,quantile,0.025,11814.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc case,2022-10-01,PL,quantile,0.25,20775.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc case,2022-10-01,PL,quantile,0.75,30059.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc case,2022-10-01,PL,quantile,0.975,38956.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc death,2022-10-01,PL,point,,103.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc death,2022-10-01,PL,quantile,0.025,62.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc death,2022-10-01,PL,quantile,0.25,89.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc death,2022-10-01,PL,quantile,0.75,117.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,2 wk ahead inc death,2022-10-01,PL,quantile,0.975,145.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum case,2022-10-08,PL,point,,6308462.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum case,2022-10-08,PL,quantile,0.025,6272975.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum case,2022-10-08,PL,quantile,0.25,6296596.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum case,2022-10-08,PL,quantile,0.75,6320533.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum case,2022-10-08,PL,quantile,0.975,6343710.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum death,2022-10-08,PL,point,,117088.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum death,2022-10-08,PL,quantile,0.025,116991.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum death,2022-10-08,PL,quantile,0.25,117055.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum death,2022-10-08,PL,quantile,0.75,117122.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,3 wk ahead cum death,2022-10-08,PL,quantile,0.975,117187.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc case,2022-10-08,PL,point,,12121.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc case,2022-10-08,PL,quantile,0.025,5122.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc case,2022-10-08,PL,quantile,0.25,9894.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc case,2022-10-08,PL,quantile,0.75,14526.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc case,2022-10-08,PL,quantile,0.975,19250.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc death,2022-10-08,PL,point,,71.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc death,2022-10-08,PL,quantile,0.025,39.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc death,2022-10-08,PL,quantile,0.25,60.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc death,2022-10-08,PL,quantile,0.75,82.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,3 wk ahead inc death,2022-10-08,PL,quantile,0.975,103.0,2022-09-19,ICM-agentModel,JHU,0.0,0.0,2022-10-02
2022-09-19,4 wk ahead cum case,2022-10-15,PL,point,,6314834.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,4 wk ahead cum case,2022-10-15,PL,quantile,0.025,6272994.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,4 wk ahead cum case,2022-10-15,PL,quantile,0.25,6299744.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,4 wk ahead cum case,2022-10-15,PL,quantile,0.75,6330358.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,4 wk ahead cum case,2022-10-15,PL,quantile,0.975,6359435.0,2022-09-19,ICM-agentModel,JHU,-534581.0,0.0,2022-10-02
2022-09-19,4 wk ahead cum death,2022-10-15,PL,point,,117125.0,2022-09-19,ICM-agentModel,JHU,-3857.0,0.0,2022-10-02
